GEO,Bases,Downloads,Instrument_model,Library_layout,Library_strategy,Organism,Organization,SRA,Source,Title,Sample_characteristics,Tissue,Public_Time,Submission_Time,Pubmed,Authors,Ftp,Md5,Bisulfite_conversion_rate
GSM1112849,70G,44.2Gb,Illumina HiSeq 2000,SINGLE,WGBS,Homo sapiens,Broad Institute,"SRR1067572,SRR1067574","CD56+ ectodermal germ layer cells derived in vitro from embrionic stem cells by culture in the presence of inhibitors of the BMP, TGFbeta, and WNT signaling pathways.; WGBS_Lib 22;sample common name: hESC Derived CD56+ Ectoderm Cultured Cells;sra sample accession: SRS360524;lineage: ectoderm;medium: Days 0-5: DMEM F12, 15% KSR, Dorsomorphin (2um), A83-01 (2um), PNU 74654 (2um);disease: presumed normal;passage: 21;line: CD56+ ectoderm;differentiation_method: adherence;batch: BioSAli 877;biomaterial_type: Cell Line;differentiation_stage: NA;Sex: Male;biomaterial_provider: Harvard;bisulfite_conversion_protocol: 2x5hrs Epitect Kit;dna_preparation_initial_dna_qnty: 5 ug;extraction_protocol_sonication_cycles: Covaris shearing, duty cycle 5%, intensity 5, cycles / burst 200, duration 9 minutes;dna_preparation_adaptor_ligation_protocol: T4 Ligase (2,000U/ul) 16C o/n;dna_preparation_adaptor_sequence: Illumina paired end adapter;library_generation_pcr_r_primer_sequence: PE1.0;dna_preparation_post-ligation_fragment_size_selection: 220-380;bisulfite_conversion_percent: 99.5%;extraction_protocol: Standard Protocol (Smith et al., Methods 48, 226-232);library_generation_pcr_primer_conc: 25uM;dna_preparation_fragment_size_range: 160-340;experiment_type: DNA Methylation;library_generation_pcr_thermocycling_program: Smith et al., Methods 48, 226-232;library_generation_pcr_product_isolation_protocol: SPRI Beads;library_generation_pcr_f_primer_sequence: PE2.0;library_generation_pcr_template_conc: NA;library_generation_pcr_polymerase_type: Pfu Turbo Cx hot start;library_generation_pcr_number_cycles: 5-8;extraction_protocol_type_of_sonicator: Covaris S2 (TM)",Bisulfite-Seq analysis of WGBS_Lib 22 derived from human CD56+ ectoderm cells; WGBS_Lib 22,Ectoderm_CD56+_presumed_normal,Ectoderm,2013-08-30,2013-04-02,20944595,"Bernstein BE,Meissner A","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/002/SRR1067572/SRR1067572_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/002/SRR1067572/SRR1067572_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/004/SRR1067574/SRR1067574_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/004/SRR1067574/SRR1067574_2.fastq.gz","ca8bd124e91d5643a671316f56b90961,c58098d5e94c9d691933c8dc2ef11b3a,59ba99c30f82fdb1ecad7d1d3f3ae2de,201217c7fbb6094ac56b342d1e8a2ca3",99.27
GSM1112850,73.5G,44.2Gb,Illumina HiSeq 2000,SINGLE,WGBS,Homo sapiens,Broad Institute,"SRR1067571,SRR1067573","CD56+ ectodermal germ layer cells derived in vitro from embrionic stem cells by culture in the presence of inhibitors of the BMP, TGFbeta, and WNT signaling pathways.; WGBS_Lib 23;sample common name: hESC Derived CD56+ Ectoderm Cultured Cells;sra sample accession: SRS360524;lineage: ectoderm;medium: Days 0-5: DMEM F12, 15% KSR, Dorsomorphin (2um), A83-01 (2um), PNU 74654 (2um);disease: presumed normal;passage: 21;line: CD56+ ectoderm;differentiation_method: adherence;batch: BioSAli 877;biomaterial_type: Cell Line;differentiation_stage: NA;Sex: Male;biomaterial_provider: Harvard;bisulfite_conversion_protocol: 2x5hrs Epitect Kit;dna_preparation_initial_dna_qnty: 5 ug;extraction_protocol_sonication_cycles: Covaris shearing, duty cycle 5%, intensity 5, cycles / burst 200, duration 9 minutes;dna_preparation_adaptor_ligation_protocol: T4 Ligase (2,000U/ul) 16C o/n;dna_preparation_adaptor_sequence: Illumina paired end adapter;library_generation_pcr_r_primer_sequence: PE1.0;dna_preparation_post-ligation_fragment_size_selection: 220-380;bisulfite_conversion_percent: 99.5%;extraction_protocol: Standard Protocol (Smith et al., Methods 48, 226-232);library_generation_pcr_primer_conc: 25uM;dna_preparation_fragment_size_range: 160-340;experiment_type: DNA Methylation;library_generation_pcr_thermocycling_program: Smith et al., Methods 48, 226-232;library_generation_pcr_product_isolation_protocol: SPRI Beads;library_generation_pcr_f_primer_sequence: PE2.0;library_generation_pcr_template_conc: NA;library_generation_pcr_polymerase_type: Pfu Turbo Cx hot start;library_generation_pcr_number_cycles: 5-8;extraction_protocol_type_of_sonicator: Covaris S2 (TM)",Bisulfite-Seq analysis of WGBS_Lib 23 derived from human CD56+ ectoderm cells; WGBS_Lib 23,Ectoderm_CD56+_presumed_normal,Ectoderm,2013-08-30,2013-04-02,20944595,"Bernstein BE,Meissner A","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/001/SRR1067571/SRR1067571_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/001/SRR1067571/SRR1067571_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/003/SRR1067573/SRR1067573_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/003/SRR1067573/SRR1067573_2.fastq.gz","fa0f276dd9d7ee30296f267d34b04f2e,ff5db1dd1b85652498baefd169928589,33e31826b8ac3cbf3bb3717078fba747,acd54914e23e880d4fca15eea5379ed9",99.17
GSM1128658,144.4G,89.4Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,IDIBELL,"SRR833776,SRR833777,SRR833778,SRR833779,SRR833780,SRR833781,SRR833782,SRR833783,SRR833784,SRR833785,SRR833786",Atherosclerotic lesion;disease state: Diseased;tissue: carotid tissue,93A,Carotid_diseased,Carotid,2014-08-12,2013-04-23,"25091541,25881171","Esteller M,Heyn H","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833776/SRR833776_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833776/SRR833776_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833777/SRR833777_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833777/SRR833777_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833778/SRR833778_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833778/SRR833778_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833779/SRR833779_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833779/SRR833779_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833780/SRR833780_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833780/SRR833780_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833781/SRR833781_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833781/SRR833781_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833782/SRR833782_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833782/SRR833782_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833783/SRR833783_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833783/SRR833783_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833784/SRR833784_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833784/SRR833784_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833785/SRR833785_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833785/SRR833785_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833786/SRR833786_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833786/SRR833786_2.fastq.gz","57a4c83e0c09bd49327da74e040a3544,603e799bf55832ad0899a1a939d497c0,c58ef3073e18a7db0aaf16dbc2899091,ec897bea1188d881bf1feb860249368e,28f40edafeada315b968b6125279c74c,d14466243ee40673d05a344df03fbbdb,3013f636f39839551948be07eaee48e5,1cfe91de5a3942155aec11a3e518ec40,aa0752852022e8e7609515dda7265313,35ad81831c78707e070bac9672918380,35eba2f3b1636bfafd40ae2c85280c67,c7ae83bbfd32b5580f96ec48b787be3e,f668825c1fcbf05d72f40754db5991ad,fcc813998473877aec76297256e40be1,3948dc13b2cc20709726355c7daae7da,edf701778710804ea34854ca8bfd7feb,2db1c6e5eb0adf997db984d250c04ee6,9ae6cac9fa005be5b5697f43d3ca4db3,40092ac68af904383ccfc2308f97cd25,14e4feb70d75b59c4142015ecf5fa66f,2e31c30330ead872f8d227a9fbcb1649,8994f19c35cfd07df11d27162e308294",99.63
GSM1128659,186G,119.5Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,IDIBELL,"SRR833787,SRR833788,SRR833789,SRR833790,SRR833791,SRR833792",Normal aortic tissue;disease state: Healthy;tissue: carotid tissue,93N,Carotid_normal,Carotid,2014-08-12,2013-04-23,"25091541,25881171","Esteller M,Heyn H","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833787/SRR833787_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833787/SRR833787_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833788/SRR833788_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833788/SRR833788_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833789/SRR833789_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833789/SRR833789_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833790/SRR833790_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833790/SRR833790_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833791/SRR833791_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833791/SRR833791_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833792/SRR833792_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833792/SRR833792_2.fastq.gz","63d1b5f474c6a70771428ea33807622d,252b9e894b4d58d76283b01e38f5fe99,1a29d9fa0cc3410f796c356d63d84bc2,e1820d4a0cf7be601e78f25bc0031287,c45e1f78228714c2edf8b4bcc7f1b70f,ae6aebb21f1a2f7421812e577775289a,a42886364d09fc60a65b28a24f1dd4b6,fc9c7d81f9b9f193f195668fab7f8345,ab73e4716a330f8e8be80ccab905e57d,3b707403a66d0ff0fcdfeb050d8ea49f,0b0867a7eaeaa240d0d6e7f4eb8c9634,41be6d993e81d1bc3e6662c9411f1dbd",99.8
GSM1132621,37.8G,24.6Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837408,Normal Buccal Cells;Sex: Male;age: 51;ethnicity: Caucasian,BSSeq_Buccal_rep_1_1,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837408/SRR837408_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837408/SRR837408_2.fastq.gz","92d63049c7025d87b6e651022a224731,a568e44bd5e0110b071fd9dc7017c2aa",99.31
GSM1132622,37G,23.6Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837409,Normal Buccal Cells;Sex: Male;age: 24;ethnicity: Caucasian,BSSeq_Buccal_rep_1_2,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837409/SRR837409_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837409/SRR837409_2.fastq.gz","160fc6f51df5109e83a8a8104c3f2466,3b671df23d7b578db247e6b459f1d11d",98.3
GSM1132623,35.3G,22.2Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837410,Normal Buccal Cells;Sex: Male;age: 18;ethnicity: Caucasian,BSSeq_Buccal_rep_1_3,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837410/SRR837410_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837410/SRR837410_2.fastq.gz","ec59933e364021b1e4ca52c79a81f763,73347e7b8498aa2e30d034a531bcaf03",98.92
GSM1132624,35.5G,22.5Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837411,Normal Buccal Cells;Sex: Male;age: 24;ethnicity: Caucasian,BSSeq_Buccal_rep_1_4,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837411/SRR837411_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837411/SRR837411_2.fastq.gz","fb659a12a539de12a616045d987f2a70,3324d31aad303bbcbbd2ac50c23ef34d",98.89
GSM1132625,35.5G,22.4Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837412,Normal Buccal Cells;Sex: Male;age: 20;ethnicity: Caucasian,BSSeq_Buccal_rep_1_5,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837412/SRR837412_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837412/SRR837412_2.fastq.gz","3d0d2b1e50104bd734948994e2e8f2a7,629e38522e91eb67a34bb77acf1ceeb3",98.77
GSM1132626,38.7G,25.6Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837413,Normal Buccal Cells;Sex: Male;age: 51;ethnicity: Caucasian,BSSeq_Buccal_rep_1_6,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837413/SRR837413_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837413/SRR837413_2.fastq.gz","931f2d58654c8c38aac84e957fbfc36c,7e8a30e811e33ea158afa4bcaf07a100",99.76
GSM1132627,34.6G,21.8Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837414,Normal Buccal Cells;Sex: Female;age: 40;ethnicity: Caucasian,BSSeq_Buccal_rep_1_7,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837414/SRR837414_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837414/SRR837414_2.fastq.gz","8781a05629fd17680403205b16359592,08ba7d7f8d64b84983db2a0f4f29a8f6",99.47
GSM1132628,39.5G,25.6Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837415,Normal Buccal Cells;Sex: Male;age: 11;ethnicity: Caucasian,BSSeq_Buccal_rep_1_8,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837415/SRR837415_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837415/SRR837415_2.fastq.gz","de9935e799958aac404f905951173c15,637b9e444c4208c3e49edf1b62004ee5",99.03
GSM1132629,39.7G,25.9Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837416,Normal Buccal Cells;Sex: Male;age: 72;ethnicity: Caucasian,BSSeq_Buccal_rep_1_9,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837416/SRR837416_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837416/SRR837416_2.fastq.gz","082cc3c6a2b76a2f8d7a644617fefe69,d3bc1804e9607e15e2c21789173fa3d1",98.9
GSM1132631,35.2G,22.3Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837418,Normal Buccal Cells;Sex: Female;age: 40;ethnicity: Caucasian,BSSeq_Buccal_rep_1_11,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837418/SRR837418_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837418/SRR837418_2.fastq.gz","262c14fab06d47be11642208b08be720,7d89baa5fcb760e6fa4c0fb7039a50f7",99.19
GSM1132632,38.5G,24.6Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837419,Normal Buccal Cells;Sex: Male;age: 42;ethnicity: Caucasian,BSSeq_Buccal_rep_1_12,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837419/SRR837419_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837419/SRR837419_2.fastq.gz","ddeacc3acb5ee0d276233ef70774e6ba,0d68ad98d5c8c4213bb38d441fd14fbf",99.48
GSM1132633,37.6G,23.9Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837420,Normal Buccal Cells;Sex: Male;age: 40;ethnicity: Caucasian,BSSeq_Buccal_rep_1_13,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837420/SRR837420_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837420/SRR837420_2.fastq.gz","a899fbccdecf0139ec624210269d4f60,8077d4fe2b69dac7618fdaaf80dae950",98.53
GSM1132634,39.2G,25.3Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837421,Normal Buccal Cells;Sex: Male;age: 72;ethnicity: Caucasian,BSSeq_Buccal_rep_1_14,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837421/SRR837421_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837421/SRR837421_2.fastq.gz","2f35136f2d92d66932e2f4c717b158f8,814732a8e2a41c09fca365d1e55bed24",99.47
GSM1132635,39.4G,25.6Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837422,Normal Buccal Cells;Sex: Male;age: 51;ethnicity: Caucasian,BSSeq_Buccal_rep_2_1,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837422/SRR837422_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837422/SRR837422_2.fastq.gz","4f3215143c3003d53d7792e0e884ca06,1d4528d0b3339420417c930b78c0b0a2",99
GSM1132636,37.4G,23.9Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837423,Normal Buccal Cells;Sex: Male;age: 24;ethnicity: Caucasian,BSSeq_Buccal_rep_2_2,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837423/SRR837423_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837423/SRR837423_2.fastq.gz","b2fadc6156a5d0ee54ce42801deedb13,79e1d3d8b16ec798136e2e82ea62bfe4",99.69
GSM1132637,35.6G,22.5Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837424,Normal Buccal Cells;Sex: Male;age: 18;ethnicity: Caucasian,BSSeq_Buccal_rep_2_3,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837424/SRR837424_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837424/SRR837424_2.fastq.gz","b7395fe1a3d8121475fba2afcc87acec,2289da4822e44689591f2a8f4fb74251",99.54
GSM1132638,39.2G,25.6Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837425,Normal Buccal Cells;Sex: Male;age: 24;ethnicity: Caucasian,BSSeq_Buccal_rep_2_4,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837425/SRR837425_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837425/SRR837425_2.fastq.gz","bb84c1bb7ed9ec192fbbe235e4274510,a87de62c99c5b7f7a81b7b3dd11b54da",99.57
GSM1132639,40.2G,26.3Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837426,Normal Buccal Cells;Sex: Male;age: 20;ethnicity: Caucasian,BSSeq_Buccal_rep_2_5,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837426/SRR837426_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837426/SRR837426_2.fastq.gz","07205cf8ba036dabe8397ca1e4d5d7ff,b5140d5d4578f9423e73133de35222a4",99.67
GSM1132640,40G,26Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837427,Normal Buccal Cells;Sex: Male;age: 51;ethnicity: Caucasian,BSSeq_Buccal_rep_2_6,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837427/SRR837427_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837427/SRR837427_2.fastq.gz","c521054d092299763678c6e5e7bcc9ca,a1972ca3cfa6ac8f46f85871228799b4",99.77
GSM1132641,38.2G,24.5Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837428,Normal Buccal Cells;Sex: Female;age: 40;ethnicity: Caucasian,BSSeq_Buccal_rep_2_7,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837428/SRR837428_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837428/SRR837428_2.fastq.gz","a8402619adcb9f7cbaa7964d01f3c634,34d9648cf15ee34e165d8feacab5e087",99.62
GSM1132642,42.1G,26.2Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837429,Normal Buccal Cells;Sex: Male;age: 11;ethnicity: Caucasian,BSSeq_Buccal_rep_2_8,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837429/SRR837429_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837429/SRR837429_2.fastq.gz","96e0ecf5174f808a90888a506cc55d26,bac967e56576dac0fc49e39ccdad5c74",99.22
GSM1132643,40.4G,25.9Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837430,Normal Buccal Cells;Sex: Male;age: 72;ethnicity: Caucasian,BSSeq_Buccal_rep_2_9,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837430/SRR837430_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837430/SRR837430_2.fastq.gz","1b1c7cc73b7dcf40501cd1e0b375e343,8d77e307ea99658a30dac4ce94b529b9",98.92
GSM1132644,44.1G,28.7Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837431,Normal Buccal Cells;Sex: Female;age: 29;ethnicity: Caucasian,BSSeq_Buccal_rep_2_10,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837431/SRR837431_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837431/SRR837431_2.fastq.gz","806c9a23dbe16c2081297fd2533ec48e,2d09326cbf854b1e12f11716c5884e9f",99.64
GSM1132645,37.3G,24Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837432,Normal Buccal Cells;Sex: Female;age: 40;ethnicity: Caucasian,BSSeq_Buccal_rep_2_11,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837432/SRR837432_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837432/SRR837432_2.fastq.gz","dfd73ac1e90bd1d19264b041477b93a8,832a2bf491d6f6fca6183684337306b5",99.74
GSM1132646,43.9G,28.6Gb,Illumina HiSeq 2000,PAIRED,WGBS,Homo sapiens,QMUL,SRR837433,Normal Buccal Cells;Sex: Male;age: 42;ethnicity: Caucasian,BSSeq_Buccal_rep_2_12,Buccal_Cells_normal,Buccal mucosa,2013-05-02,2013-05-02,23538714,Lowe R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837433/SRR837433_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/SRR837433/SRR837433_2.fastq.gz","0cde34b8e4724823ad60422c87c3d73c,1f9d6757e02eba6c2542c562015a1aba",99.82
